start
-16,242
-10,242
-4,242
2,242
8,242
14,242
20,242
26,242
32,242
38,242
44,242
50,242
56,242
60,240
64,238
68,236
72,234
76,232
80,230
82,226
84,222
86,218
88,214
90,210
92,206
92,200
92,194
92,188
92,182
90,178
88,174
86,170
84,166
80,164
76,162
72,160
68,158
62,158
56,158
50,158
44,158
40,160
36,162
32,164
28,166
26,170
24,174
22,178
20,182
20,188
20,194
20,200
20,206
22,210
24,214
26,218
28,222
32,224
36,226
40,228
44,230
50,230
56,230
62,230
68,230
74,230
80,230
86,230
92,230
98,230
102,228
106,226
110,224
114,222
118,220
122,218
126,216
130,214
134,212
136,208
138,204
140,200
142,196
144,192
146,188
146,182
146,176
146,170
end
